indicator,unit,time,regioncode,regionname,numvalue
Reported confirmed cases,N,2007-08-01,CY,Cyprus,0.0
Reported confirmed cases,N,2007-08-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2007-08-01,DE,Germany,9.0
Reported confirmed cases,N,2007-08-01,DK,Denmark,1.0
Reported confirmed cases,N,2007-08-01,EE,Estonia,0.0
Reported confirmed cases,N,2007-08-01,EL,Greece,
Reported confirmed cases,N,2007-08-01,ES,Spain,1.0
Reported confirmed cases,N,2007-08-01,FI,Finland,0.0
Reported confirmed cases,N,2007-08-01,FR,France,3.0
Reported confirmed cases,N,2007-08-01,HU,Hungary,0.0
Reported confirmed cases,N,2007-08-01,IE,Ireland,0.0
Reported confirmed cases,N,2007-08-01,IS,Iceland,0.0
Reported confirmed cases,N,2007-08-01,IT,Italy,13.0
Reported confirmed cases,N,2007-08-01,LT,Lithuania,0.0
Reported confirmed cases,N,2007-08-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2007-08-01,LV,Latvia,0.0
Reported confirmed cases,N,2007-08-01,MT,Malta,0.0
Reported confirmed cases,N,2007-08-01,NL,Netherlands,4.0
Reported confirmed cases,N,2007-08-01,NO,Norway,0.0
Reported confirmed cases,N,2007-08-01,PL,Poland,3.0
Reported confirmed cases,N,2007-08-01,PT,Portugal,0.0
Reported confirmed cases,N,2007-08-01,RO,Romania,
Reported confirmed cases,N,2007-08-01,SE,Sweden,0.0
Reported confirmed cases,N,2007-08-01,SI,Slovenia,0.0
Reported confirmed cases,N,2007-08-01,SK,Slovakia,0.0
Reported confirmed cases,N,2007-08-01,UK,United Kingdom,171.0
Reported confirmed cases,N,2007-09-01,AT,Austria,0.0
Reported confirmed cases,N,2007-09-01,BE,Belgium,0.0
Reported confirmed cases,N,2007-09-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2007-09-01,CY,Cyprus,0.0
Reported confirmed cases,N,2007-09-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2007-09-01,DE,Germany,6.0
Reported confirmed cases,N,2007-09-01,DK,Denmark,0.0
Reported confirmed cases,N,2007-09-01,EE,Estonia,0.0
Reported confirmed cases,N,2007-09-01,EL,Greece,0.0
Reported confirmed cases,N,2007-09-01,ES,Spain,0.0
Reported confirmed cases,N,2007-09-01,FI,Finland,0.0
Reported confirmed cases,N,2007-09-01,FR,France,0.0
Reported confirmed cases,N,2007-09-01,HU,Hungary,0.0
Reported confirmed cases,N,2007-09-01,IE,Ireland,3.0
Reported confirmed cases,N,2007-09-01,IS,Iceland,0.0
Reported confirmed cases,N,2007-09-01,IT,Italy,22.0
Reported confirmed cases,N,2007-09-01,LT,Lithuania,0.0
Reported confirmed cases,N,2007-09-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2007-09-01,LV,Latvia,0.0
Reported confirmed cases,N,2007-09-01,MT,Malta,0.0
Reported confirmed cases,N,2007-09-01,NL,Netherlands,0.0
Reported confirmed cases,N,2007-09-01,NO,Norway,0.0
Reported confirmed cases,N,2007-09-01,PL,Poland,0.0
Reported confirmed cases,N,2007-09-01,PT,Portugal,0.0
Reported confirmed cases,N,2007-09-01,RO,Romania,
Reported confirmed cases,N,2007-09-01,SE,Sweden,0.0
Reported confirmed cases,N,2007-09-01,SI,Slovenia,0.0
Reported confirmed cases,N,2007-09-01,SK,Slovakia,0.0
Reported confirmed cases,N,2007-09-01,UK,United Kingdom,106.0
Reported confirmed cases,N,2007-10-01,AT,Austria,1.0
Reported confirmed cases,N,2007-10-01,BE,Belgium,5.0
Reported confirmed cases,N,2007-10-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2007-10-01,CY,Cyprus,0.0
Reported confirmed cases,N,2007-10-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2007-10-01,DE,Germany,10.0
Reported confirmed cases,N,2007-10-01,DK,Denmark,0.0
Reported confirmed cases,N,2007-10-01,EE,Estonia,0.0
Reported confirmed cases,N,2007-10-01,EL,Greece,0.0
Reported confirmed cases,N,2007-10-01,ES,Spain,1.0
Reported confirmed cases,N,2007-10-01,FI,Finland,0.0
Reported confirmed cases,N,2007-10-01,FR,France,1.0
Reported confirmed cases,N,2007-10-01,HU,Hungary,0.0
Reported confirmed cases,N,2007-10-01,IE,Ireland,1.0
Reported confirmed cases,N,2007-10-01,IS,Iceland,0.0
Reported confirmed cases,N,2007-10-01,IT,Italy,11.0
Reported confirmed cases,N,2007-10-01,LT,Lithuania,0.0
Reported confirmed cases,N,2007-10-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2007-10-01,LV,Latvia,0.0
Reported confirmed cases,N,2007-10-01,MT,Malta,0.0
Reported confirmed cases,N,2007-10-01,NL,Netherlands,0.0
Reported confirmed cases,N,2007-10-01,NO,Norway,0.0
Reported confirmed cases,N,2007-10-01,PL,Poland,0.0
Reported confirmed cases,N,2007-10-01,PT,Portugal,0.0
Reported confirmed cases,N,2007-10-01,RO,Romania,
Reported confirmed cases,N,2007-10-01,SE,Sweden,0.0
Reported confirmed cases,N,2007-10-01,SI,Slovenia,0.0
Reported confirmed cases,N,2007-10-01,SK,Slovakia,0.0
Reported confirmed cases,N,2007-10-01,UK,United Kingdom,95.0
Reported confirmed cases,N,2007-11-01,AT,Austria,1.0
Reported confirmed cases,N,2007-11-01,BE,Belgium,1.0
Reported confirmed cases,N,2007-11-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2007-11-01,CY,Cyprus,0.0
Reported confirmed cases,N,2007-11-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2007-11-01,DE,Germany,37.0
Reported confirmed cases,N,2007-11-01,DK,Denmark,0.0
Reported confirmed cases,N,2007-11-01,EE,Estonia,0.0
Reported confirmed cases,N,2007-11-01,EL,Greece,0.0
Reported confirmed cases,N,2007-11-01,ES,Spain,0.0
Reported confirmed cases,N,2007-11-01,FI,Finland,0.0
Reported confirmed cases,N,2007-11-01,FR,France,2.0
Reported confirmed cases,N,2007-11-01,HU,Hungary,0.0
Reported confirmed cases,N,2007-11-01,IE,Ireland,4.0
Reported confirmed cases,N,2007-11-01,IS,Iceland,0.0
Reported confirmed cases,N,2007-11-01,IT,Italy,85.0
Reported confirmed cases,N,2007-11-01,LT,Lithuania,0.0
Reported confirmed cases,N,2007-11-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2007-11-01,LV,Latvia,0.0
Reported confirmed cases,N,2007-11-01,MT,Malta,0.0
Reported confirmed cases,N,2007-11-01,NL,Netherlands,0.0
Reported confirmed cases,N,2007-11-01,NO,Norway,0.0
Reported confirmed cases,N,2007-11-01,PL,Poland,0.0
Reported confirmed cases,N,2007-11-01,PT,Portugal,0.0
Reported confirmed cases,N,2007-11-01,RO,Romania,
Reported confirmed cases,N,2007-11-01,SE,Sweden,0.0
Reported confirmed cases,N,2007-11-01,SI,Slovenia,0.0
Reported confirmed cases,N,2007-11-01,SK,Slovakia,0.0
Reported confirmed cases,N,2007-11-01,UK,United Kingdom,85.0
Reported confirmed cases,N,2007-12-01,AT,Austria,2.0
Reported confirmed cases,N,2007-12-01,BE,Belgium,6.0
Reported confirmed cases,N,2007-12-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2007-12-01,CY,Cyprus,0.0
Reported confirmed cases,N,2007-12-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2007-12-01,DE,Germany,20.0
Reported confirmed cases,N,2007-12-01,DK,Denmark,0.0
Reported confirmed cases,N,2007-12-01,EE,Estonia,0.0
Reported confirmed cases,N,2007-12-01,EL,Greece,0.0
Reported confirmed cases,N,2007-12-01,ES,Spain,0.0
Reported confirmed cases,N,2007-12-01,FI,Finland,0.0
Reported confirmed cases,N,2007-12-01,FR,France,2.0
Reported confirmed cases,N,2007-12-01,HU,Hungary,0.0
Reported confirmed cases,N,2007-12-01,IE,Ireland,0.0
Reported confirmed cases,N,2007-12-01,IS,Iceland,0.0
Reported confirmed cases,N,2007-12-01,IT,Italy,149.0
Reported confirmed cases,N,2007-12-01,LT,Lithuania,0.0
Reported confirmed cases,N,2007-12-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2007-12-01,LV,Latvia,0.0
Reported confirmed cases,N,2007-12-01,MT,Malta,0.0
Reported confirmed cases,N,2007-12-01,NL,Netherlands,2.0
Reported confirmed cases,N,2007-12-01,NO,Norway,0.0
Reported confirmed cases,N,2007-12-01,PL,Poland,0.0
Reported confirmed cases,N,2007-12-01,PT,Portugal,0.0
Reported confirmed cases,N,2007-12-01,RO,Romania,
Reported confirmed cases,N,2007-12-01,SE,Sweden,0.0
Reported confirmed cases,N,2007-12-01,SI,Slovenia,0.0
Reported confirmed cases,N,2007-12-01,SK,Slovakia,0.0
Reported confirmed cases,N,2007-12-01,UK,United Kingdom,78.0
Reported confirmed cases,N,2008-01-01,AT,Austria,1.0
Reported confirmed cases,N,2008-01-01,BE,Belgium,7.0
Reported confirmed cases,N,2008-01-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2008-01-01,CY,Cyprus,0.0
Reported confirmed cases,N,2008-01-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2008-01-01,DE,Germany,29.0
Reported confirmed cases,N,2008-01-01,DK,Denmark,5.0
Reported confirmed cases,N,2008-01-01,EE,Estonia,0.0
Reported confirmed cases,N,2008-01-01,EL,Greece,0.0
Reported confirmed cases,N,2008-01-01,ES,Spain,0.0
Reported confirmed cases,N,2008-01-01,FI,Finland,0.0
Reported confirmed cases,N,2008-01-01,FR,France,1.0
Reported confirmed cases,N,2008-01-01,HU,Hungary,0.0
Reported confirmed cases,N,2008-01-01,IE,Ireland,0.0
Reported confirmed cases,N,2008-01-01,IS,Iceland,0.0
Reported confirmed cases,N,2008-01-01,IT,Italy,108.0
Reported confirmed cases,N,2008-01-01,LT,Lithuania,0.0
Reported confirmed cases,N,2008-01-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2008-01-01,LV,Latvia,0.0
Reported confirmed cases,N,2008-01-01,MT,Malta,0.0
Reported confirmed cases,N,2008-01-01,NL,Netherlands,2.0
Reported confirmed cases,N,2008-01-01,NO,Norway,0.0
Reported confirmed cases,N,2008-01-01,PL,Poland,0.0
Reported confirmed cases,N,2008-01-01,PT,Portugal,0.0
Reported confirmed cases,N,2008-01-01,RO,Romania,0.0
Reported confirmed cases,N,2008-01-01,SE,Sweden,3.0
Reported confirmed cases,N,2008-01-01,SI,Slovenia,0.0
Reported confirmed cases,N,2008-01-01,SK,Slovakia,0.0
Reported confirmed cases,N,2008-01-01,UK,United Kingdom,73.0
Reported confirmed cases,N,2008-02-01,AT,Austria,0.0
Reported confirmed cases,N,2008-02-01,BE,Belgium,9.0
Reported confirmed cases,N,2008-02-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2008-02-01,CY,Cyprus,0.0
Reported confirmed cases,N,2008-02-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2008-02-01,DE,Germany,29.0
Reported confirmed cases,N,2008-02-01,DK,Denmark,0.0
Reported confirmed cases,N,2008-02-01,EE,Estonia,0.0
Reported confirmed cases,N,2008-02-01,EL,Greece,0.0
Reported confirmed cases,N,2008-02-01,ES,Spain,11.0
Reported confirmed cases,N,2008-02-01,FI,Finland,0.0
Reported confirmed cases,N,2008-02-01,FR,France,14.0
Reported confirmed cases,N,2008-02-01,HU,Hungary,0.0
Reported confirmed cases,N,2008-02-01,IE,Ireland,0.0
Reported confirmed cases,N,2008-02-01,IS,Iceland,0.0
Reported confirmed cases,N,2008-02-01,IT,Italy,536.0
Reported confirmed cases,N,2008-02-01,LT,Lithuania,0.0
Reported confirmed cases,N,2008-02-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2008-02-01,LV,Latvia,0.0
Reported confirmed cases,N,2008-02-01,MT,Malta,0.0
Reported confirmed cases,N,2008-02-01,NL,Netherlands,0.0
Reported confirmed cases,N,2008-02-01,NO,Norway,0.0
Reported confirmed cases,N,2008-02-01,PL,Poland,1.0
Reported confirmed cases,N,2008-02-01,PT,Portugal,0.0
Reported confirmed cases,N,2008-02-01,RO,Romania,1.0
Reported confirmed cases,N,2008-02-01,SE,Sweden,7.0
Reported confirmed cases,N,2008-02-01,SI,Slovenia,0.0
Reported confirmed cases,N,2008-02-01,SK,Slovakia,0.0
Reported confirmed cases,N,2008-02-01,UK,United Kingdom,81.0
Reported confirmed cases,N,2008-03-01,AT,Austria,38.0
Reported confirmed cases,N,2008-03-01,BE,Belgium,12.0
Reported confirmed cases,N,2008-03-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2008-03-01,CY,Cyprus,0.0
Reported confirmed cases,N,2008-03-01,CZ,Czech Republic,1.0
Reported confirmed cases,N,2008-03-01,DE,Germany,85.0
Reported confirmed cases,N,2008-03-01,DK,Denmark,1.0
Reported confirmed cases,N,2008-03-01,EE,Estonia,0.0
Reported confirmed cases,N,2008-03-01,EL,Greece,0.0
Reported confirmed cases,N,2008-03-01,ES,Spain,33.0
Reported confirmed cases,N,2008-03-01,FI,Finland,0.0
Reported confirmed cases,N,2008-03-01,FR,France,19.0
Reported confirmed cases,N,2008-03-01,HU,Hungary,0.0
Reported confirmed cases,N,2008-03-01,IE,Ireland,0.0
Reported confirmed cases,N,2008-03-01,IS,Iceland,0.0
Reported confirmed cases,N,2008-03-01,IT,Italy,510.0
Reported confirmed cases,N,2008-03-01,LT,Lithuania,0.0
Reported confirmed cases,N,2008-03-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2008-03-01,LV,Latvia,0.0
Reported confirmed cases,N,2008-03-01,MT,Malta,0.0
Reported confirmed cases,N,2008-03-01,NL,Netherlands,2.0
Reported confirmed cases,N,2008-03-01,NO,Norway,1.0
Reported confirmed cases,N,2008-03-01,PL,Poland,2.0
Reported confirmed cases,N,2008-03-01,PT,Portugal,0.0
Reported confirmed cases,N,2008-03-01,RO,Romania,3.0
Reported confirmed cases,N,2008-03-01,SE,Sweden,1.0
Reported confirmed cases,N,2008-03-01,SI,Slovenia,0.0
Reported confirmed cases,N,2008-03-01,SK,Slovakia,0.0
Reported confirmed cases,N,2008-03-01,UK,United Kingdom,136.0
Reported confirmed cases,N,2008-04-01,AT,Austria,32.0
Reported confirmed cases,N,2008-04-01,BE,Belgium,4.0
Reported confirmed cases,N,2008-04-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2008-04-01,CY,Cyprus,0.0
Reported confirmed cases,N,2008-04-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2008-04-01,DE,Germany,117.0
Reported confirmed cases,N,2008-04-01,DK,Denmark,0.0
Reported confirmed cases,N,2008-04-01,EE,Estonia,0.0
Reported confirmed cases,N,2008-04-01,EL,Greece,0.0
Reported confirmed cases,N,2008-04-01,ES,Spain,40.0
Reported confirmed cases,N,2008-04-01,FI,Finland,0.0
Reported confirmed cases,N,2008-04-01,FR,France,20.0
Reported confirmed cases,N,2008-04-01,HU,Hungary,0.0
Reported confirmed cases,N,2008-04-01,IE,Ireland,2.0
Reported confirmed cases,N,2008-04-01,IS,Iceland,0.0
Reported confirmed cases,N,2008-04-01,IT,Italy,1165.0
Reported confirmed cases,N,2008-04-01,LT,Lithuania,1.0
Reported confirmed cases,N,2008-04-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2008-04-01,LV,Latvia,0.0
Reported confirmed cases,N,2008-04-01,MT,Malta,0.0
Reported confirmed cases,N,2008-04-01,NL,Netherlands,2.0
Reported confirmed cases,N,2008-04-01,NO,Norway,1.0
Reported confirmed cases,N,2008-04-01,PL,Poland,0.0
Reported confirmed cases,N,2008-04-01,PT,Portugal,0.0
Reported confirmed cases,N,2008-04-01,RO,Romania,1.0
Reported confirmed cases,N,2008-04-01,SE,Sweden,3.0
Reported confirmed cases,N,2008-04-01,SI,Slovenia,0.0
Reported confirmed cases,N,2008-04-01,SK,Slovakia,0.0
Reported confirmed cases,N,2008-04-01,UK,United Kingdom,134.0
Reported confirmed cases,N,2008-05-01,AT,Austria,44.0
Reported confirmed cases,N,2008-05-01,BE,Belgium,2.0
Reported confirmed cases,N,2008-05-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2008-05-01,CY,Cyprus,0.0
Reported confirmed cases,N,2008-05-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2008-05-01,DE,Germany,65.0
Reported confirmed cases,N,2008-05-01,DK,Denmark,0.0
Reported confirmed cases,N,2008-05-01,EE,Estonia,0.0
Reported confirmed cases,N,2008-05-01,EL,Greece,1.0
Reported confirmed cases,N,2008-05-01,ES,Spain,35.0
Reported confirmed cases,N,2008-05-01,FI,Finland,0.0
Reported confirmed cases,N,2008-05-01,FR,France,18.0
Reported confirmed cases,N,2008-05-01,HU,Hungary,0.0
Reported confirmed cases,N,2008-05-01,IE,Ireland,0.0
Reported confirmed cases,N,2008-05-01,IS,Iceland,0.0
Reported confirmed cases,N,2008-05-01,IT,Italy,1210.0
Reported confirmed cases,N,2008-05-01,LT,Lithuania,0.0
Reported confirmed cases,N,2008-05-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2008-05-01,LV,Latvia,0.0
Reported confirmed cases,N,2008-05-01,MT,Malta,1.0
Reported confirmed cases,N,2008-05-01,NL,Netherlands,2.0
Reported confirmed cases,N,2008-05-01,NO,Norway,0.0
Reported confirmed cases,N,2008-05-01,PL,Poland,0.0
Reported confirmed cases,N,2008-05-01,PT,Portugal,0.0
Reported confirmed cases,N,2008-05-01,RO,Romania,5.0
Reported confirmed cases,N,2008-05-01,SE,Sweden,3.0
Reported confirmed cases,N,2008-05-01,SI,Slovenia,0.0
Reported confirmed cases,N,2008-05-01,SK,Slovakia,0.0
Reported confirmed cases,N,2008-05-01,UK,United Kingdom,167.0
Reported confirmed cases,N,2008-06-01,AT,Austria,29.0
Reported confirmed cases,N,2008-06-01,BE,Belgium,0.0
Reported confirmed cases,N,2008-06-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2008-06-01,CY,Cyprus,0.0
Reported confirmed cases,N,2008-06-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2008-06-01,DE,Germany,20.0
Reported confirmed cases,N,2008-06-01,DK,Denmark,1.0
Reported confirmed cases,N,2008-06-01,EE,Estonia,0.0
Reported confirmed cases,N,2008-06-01,EL,Greece,0.0
Reported confirmed cases,N,2008-06-01,ES,Spain,24.0
Reported confirmed cases,N,2008-06-01,FI,Finland,1.0
Reported confirmed cases,N,2008-06-01,FR,France,15.0
Reported confirmed cases,N,2008-06-01,HU,Hungary,0.0
Reported confirmed cases,N,2008-06-01,IE,Ireland,0.0
Reported confirmed cases,N,2008-06-01,IS,Iceland,0.0
Reported confirmed cases,N,2008-06-01,IT,Italy,904.0
Reported confirmed cases,N,2008-06-01,LT,Lithuania,0.0
Reported confirmed cases,N,2008-06-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2008-06-01,LV,Latvia,2.0
Reported confirmed cases,N,2008-06-01,MT,Malta,0.0
Reported confirmed cases,N,2008-06-01,NL,Netherlands,5.0
Reported confirmed cases,N,2008-06-01,NO,Norway,0.0
Reported confirmed cases,N,2008-06-01,PL,Poland,0.0
Reported confirmed cases,N,2008-06-01,PT,Portugal,0.0
Reported confirmed cases,N,2008-06-01,RO,Romania,0.0
Reported confirmed cases,N,2008-06-01,SE,Sweden,2.0
Reported confirmed cases,N,2008-06-01,SI,Slovenia,0.0
Reported confirmed cases,N,2008-06-01,SK,Slovakia,0.0
Reported confirmed cases,N,2008-06-01,UK,United Kingdom,162.0
Reported confirmed cases,N,2008-07-01,AT,Austria,11.0
Reported confirmed cases,N,2008-07-01,BE,Belgium,0.0
Reported confirmed cases,N,2008-07-01,BG,Bulgaria,1.0
Reported confirmed cases,N,2008-07-01,CY,Cyprus,0.0
Reported confirmed cases,N,2008-07-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2008-07-01,DE,Germany,4.0
Reported confirmed cases,N,2008-07-01,DK,Denmark,2.0
Reported confirmed cases,N,2008-07-01,EE,Estonia,0.0
Reported confirmed cases,N,2008-07-01,EL,Greece,0.0
Reported confirmed cases,N,2008-07-01,ES,Spain,15.0
Reported confirmed cases,N,2008-07-01,FI,Finland,1.0
Reported confirmed cases,N,2008-07-01,FR,France,14.0
Reported confirmed cases,N,2008-07-01,HU,Hungary,0.0
Reported confirmed cases,N,2008-07-01,IE,Ireland,2.0
Reported confirmed cases,N,2008-07-01,IS,Iceland,0.0
Reported confirmed cases,N,2008-07-01,IT,Italy,472.0
Reported confirmed cases,N,2008-07-01,LT,Lithuania,0.0
Reported confirmed cases,N,2008-07-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2008-07-01,LV,Latvia,0.0
Reported confirmed cases,N,2008-07-01,MT,Malta,0.0
Reported confirmed cases,N,2008-07-01,NL,Netherlands,11.0
Reported confirmed cases,N,2008-07-01,NO,Norway,0.0
Reported confirmed cases,N,2008-07-01,PL,Poland,1.0
Reported confirmed cases,N,2008-07-01,PT,Portugal,0.0
Reported confirmed cases,N,2008-07-01,RO,Romania,1.0
Reported confirmed cases,N,2008-07-01,SE,Sweden,0.0
Reported confirmed cases,N,2008-07-01,SI,Slovenia,0.0
Reported confirmed cases,N,2008-07-01,SK,Slovakia,0.0
Reported confirmed cases,N,2008-07-01,UK,United Kingdom,119.0
Reported confirmed cases,N,2008-08-01,AT,Austria,2.0
Reported confirmed cases,N,2008-08-01,BE,Belgium,0.0
Reported confirmed cases,N,2008-08-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2008-08-01,CY,Cyprus,0.0
Reported confirmed cases,N,2008-08-01,CZ,Czech Republic,1.0
Reported confirmed cases,N,2008-08-01,DE,Germany,10.0
Reported confirmed cases,N,2008-08-01,DK,Denmark,1.0
Reported confirmed cases,N,2008-08-01,EE,Estonia,0.0
Reported confirmed cases,N,2008-08-01,EL,Greece,0.0
Reported confirmed cases,N,2008-08-01,ES,Spain,5.0
Reported confirmed cases,N,2008-08-01,FI,Finland,2.0
Reported confirmed cases,N,2008-08-01,FR,France,12.0
Reported confirmed cases,N,2008-08-01,HU,Hungary,0.0
Reported confirmed cases,N,2008-08-01,IE,Ireland,2.0
Reported confirmed cases,N,2008-08-01,IS,Iceland,0.0
Reported confirmed cases,N,2008-08-01,IT,Italy,201.0
Reported confirmed cases,N,2008-08-01,LT,Lithuania,0.0
Reported confirmed cases,N,2008-08-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2008-08-01,LV,Latvia,1.0
Reported confirmed cases,N,2008-08-01,MT,Malta,0.0
Reported confirmed cases,N,2008-08-01,NL,Netherlands,14.0
Reported confirmed cases,N,2008-08-01,NO,Norway,1.0
Reported confirmed cases,N,2008-08-01,PL,Poland,21.0
Reported confirmed cases,N,2008-08-01,PT,Portugal,1.0
Reported confirmed cases,N,2008-08-01,RO,Romania,0.0
Reported confirmed cases,N,2008-08-01,SE,Sweden,0.0
Reported confirmed cases,N,2008-08-01,SI,Slovenia,0.0
Reported confirmed cases,N,2008-08-01,SK,Slovakia,0.0
Reported confirmed cases,N,2008-08-01,UK,United Kingdom,98.0
Reported confirmed cases,N,2008-09-01,AT,Austria,0.0
Reported confirmed cases,N,2008-09-01,BE,Belgium,4.0
Reported confirmed cases,N,2008-09-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2008-09-01,CY,Cyprus,0.0
Reported confirmed cases,N,2008-09-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2008-09-01,DE,Germany,8.0
Reported confirmed cases,N,2008-09-01,DK,Denmark,0.0
Reported confirmed cases,N,2008-09-01,EE,Estonia,0.0
Reported confirmed cases,N,2008-09-01,EL,Greece,0.0
Reported confirmed cases,N,2008-09-01,ES,Spain,12.0
Reported confirmed cases,N,2008-09-01,FI,Finland,1.0
Reported confirmed cases,N,2008-09-01,FR,France,15.0
Reported confirmed cases,N,2008-09-01,HU,Hungary,0.0
Reported confirmed cases,N,2008-09-01,IE,Ireland,1.0
Reported confirmed cases,N,2008-09-01,IS,Iceland,0.0
Reported confirmed cases,N,2008-09-01,IT,Italy,72.0
Reported confirmed cases,N,2008-09-01,LT,Lithuania,0.0
Reported confirmed cases,N,2008-09-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2008-09-01,LV,Latvia,0.0
Reported confirmed cases,N,2008-09-01,MT,Malta,0.0
Reported confirmed cases,N,2008-09-01,NL,Netherlands,9.0
Reported confirmed cases,N,2008-09-01,NO,Norway,0.0
Reported confirmed cases,N,2008-09-01,PL,Poland,6.0
Reported confirmed cases,N,2008-09-01,PT,Portugal,0.0
Reported confirmed cases,N,2008-09-01,RO,Romania,0.0
Reported confirmed cases,N,2008-09-01,SE,Sweden,0.0
Reported confirmed cases,N,2008-09-01,SI,Slovenia,0.0
Reported confirmed cases,N,2008-09-01,SK,Slovakia,0.0
Reported confirmed cases,N,2008-09-01,UK,United Kingdom,79.0
Reported confirmed cases,N,2008-10-01,AT,Austria,0.0
Reported confirmed cases,N,2008-10-01,BE,Belgium,0.0
Reported confirmed cases,N,2008-10-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2008-10-01,CY,Cyprus,1.0
Reported confirmed cases,N,2008-10-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2008-10-01,DE,Germany,1.0
Reported confirmed cases,N,2008-10-01,DK,Denmark,0.0
Reported confirmed cases,N,2008-10-01,EE,Estonia,0.0
Reported confirmed cases,N,2008-10-01,EL,Greece,0.0
Reported confirmed cases,N,2008-10-01,ES,Spain,16.0
Reported confirmed cases,N,2008-10-01,FI,Finland,0.0
Reported confirmed cases,N,2008-10-01,FR,France,59.0
Reported confirmed cases,N,2008-10-01,HU,Hungary,0.0
Reported confirmed cases,N,2008-10-01,IE,Ireland,2.0
Reported confirmed cases,N,2008-10-01,IS,Iceland,0.0
Reported confirmed cases,N,2008-10-01,IT,Italy,46.0
Reported confirmed cases,N,2008-10-01,LT,Lithuania,0.0
Reported confirmed cases,N,2008-10-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2008-10-01,LV,Latvia,0.0
Reported confirmed cases,N,2008-10-01,MT,Malta,0.0
Reported confirmed cases,N,2008-10-01,NL,Netherlands,1.0
Reported confirmed cases,N,2008-10-01,NO,Norway,0.0
Reported confirmed cases,N,2008-10-01,PL,Poland,20.0
Reported confirmed cases,N,2008-10-01,PT,Portugal,0.0
Reported confirmed cases,N,2008-10-01,RO,Romania,0.0
Reported confirmed cases,N,2008-10-01,SE,Sweden,0.0
Reported confirmed cases,N,2008-10-01,SI,Slovenia,0.0
Reported confirmed cases,N,2008-10-01,SK,Slovakia,0.0
Reported confirmed cases,N,2008-10-01,UK,United Kingdom,120.0
Reported confirmed cases,N,2008-11-01,AT,Austria,0.0
Reported confirmed cases,N,2008-11-01,BE,Belgium,0.0
Reported confirmed cases,N,2008-11-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2008-11-01,CY,Cyprus,0.0
Reported confirmed cases,N,2008-11-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2008-11-01,DE,Germany,0.0
Reported confirmed cases,N,2008-11-01,DK,Denmark,0.0
Reported confirmed cases,N,2008-11-01,EE,Estonia,0.0
Reported confirmed cases,N,2008-11-01,EL,Greece,0.0
Reported confirmed cases,N,2008-11-01,ES,Spain,4.0
Reported confirmed cases,N,2008-11-01,FI,Finland,0.0
Reported confirmed cases,N,2008-11-01,FR,France,54.0
Reported confirmed cases,N,2008-11-01,HU,Hungary,0.0
Reported confirmed cases,N,2008-11-01,IE,Ireland,1.0
Reported confirmed cases,N,2008-11-01,IS,Iceland,0.0
Reported confirmed cases,N,2008-11-01,IT,Italy,41.0
Reported confirmed cases,N,2008-11-01,LT,Lithuania,0.0
Reported confirmed cases,N,2008-11-01,LU,Luxembourg,0.0
