indicator,unit,time,regioncode,regionname,numvalue
Notification rate ,N/1000000,2016-04-01,EE,Estonia,759910.75
Notification rate ,N/1000000,2016-04-01,EL,Greece,0.0
Notification rate ,N/1000000,2016-04-01,ES,Spain,193798.03
Notification rate ,N/1000000,2016-04-01,FI,Finland,0.0
Notification rate ,N/1000000,2016-04-01,FR,France,45019.09
Notification rate ,N/1000000,2016-04-01,HR,Croatia,477250.76
Notification rate ,N/1000000,2016-04-01,HU,Hungary,0.0
Notification rate ,N/1000000,2016-04-01,IE,Ireland,0.0
Notification rate ,N/1000000,2016-04-01,IS,Iceland,0.0
Notification rate ,N/1000000,2016-04-01,IT,Italy,1269254.11
Notification rate ,N/1000000,2016-04-01,LT,Lithuania,3461934.98
Notification rate ,N/1000000,2016-04-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2016-04-01,LV,Latvia,0.0
Notification rate ,N/1000000,2016-04-01,MT,Malta,0.0
Notification rate ,N/1000000,2016-04-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2016-04-01,NO,Norway,0.0
Notification rate ,N/1000000,2016-04-01,PL,Poland,0.0
Notification rate ,N/1000000,2016-04-01,PT,Portugal,0.0
Notification rate ,N/1000000,2016-04-01,RO,Romania,3390587.87
Notification rate ,N/1000000,2016-04-01,SE,Sweden,101512.36
Notification rate ,N/1000000,2016-04-01,SI,Slovenia,0.0
Notification rate ,N/1000000,2016-04-01,SK,Slovakia,0.0
Notification rate ,N/1000000,2016-04-01,UK,United Kingdom,856543.5700000001
Notification rate ,N/1000000,2016-05-01,AT,Austria,114936.3
Notification rate ,N/1000000,2016-05-01,BE,Belgium,1502946.17
Notification rate ,N/1000000,2016-05-01,BG,Bulgaria,0.0
Notification rate ,N/1000000,2016-05-01,CY,Cyprus,0.0
Notification rate ,N/1000000,2016-05-01,CZ,Czech Republic,379008.85000000003
Notification rate ,N/1000000,2016-05-01,DE,Germany,547607.2400000001
Notification rate ,N/1000000,2016-05-01,DK,Denmark,0.0
Notification rate ,N/1000000,2016-05-01,EE,Estonia,0.0
Notification rate ,N/1000000,2016-05-01,EL,Greece,0.0
Notification rate ,N/1000000,2016-05-01,ES,Spain,0.0
Notification rate ,N/1000000,2016-05-01,FI,Finland,0.0
Notification rate ,N/1000000,2016-05-01,FR,France,0.0
Notification rate ,N/1000000,2016-05-01,HR,Croatia,0.0
Notification rate ,N/1000000,2016-05-01,HU,Hungary,0.0
Notification rate ,N/1000000,2016-05-01,IE,Ireland,4020069.8800000004
Notification rate ,N/1000000,2016-05-01,IS,Iceland,0.0
Notification rate ,N/1000000,2016-05-01,IT,Italy,1351673.2
Notification rate ,N/1000000,2016-05-01,LT,Lithuania,3461934.98
Notification rate ,N/1000000,2016-05-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2016-05-01,LV,Latvia,0.0
Notification rate ,N/1000000,2016-05-01,MT,Malta,0.0
Notification rate ,N/1000000,2016-05-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2016-05-01,NO,Norway,0.0
Notification rate ,N/1000000,2016-05-01,PL,Poland,52677.03
Notification rate ,N/1000000,2016-05-01,PT,Portugal,0.0
Notification rate ,N/1000000,2016-05-01,RO,Romania,3947251.56
Notification rate ,N/1000000,2016-05-01,SE,Sweden,0.0
Notification rate ,N/1000000,2016-05-01,SI,Slovenia,484451.99
Notification rate ,N/1000000,2016-05-01,SK,Slovakia,0.0
Notification rate ,N/1000000,2016-05-01,UK,United Kingdom,734180.2
Notification rate ,N/1000000,2016-06-01,AT,Austria,114936.3
Notification rate ,N/1000000,2016-06-01,BE,Belgium,795677.38
Notification rate ,N/1000000,2016-06-01,BG,Bulgaria,0.0
Notification rate ,N/1000000,2016-06-01,CY,Cyprus,0.0
Notification rate ,N/1000000,2016-06-01,CZ,Czech Republic,0.0
Notification rate ,N/1000000,2016-06-01,DE,Germany,876171.59
Notification rate ,N/1000000,2016-06-01,DK,Denmark,0.0
Notification rate ,N/1000000,2016-06-01,EE,Estonia,0.0
Notification rate ,N/1000000,2016-06-01,EL,Greece,0.0
Notification rate ,N/1000000,2016-06-01,ES,Spain,43066.229999999996
Notification rate ,N/1000000,2016-06-01,FI,Finland,0.0
Notification rate ,N/1000000,2016-06-01,FR,France,105044.55
Notification rate ,N/1000000,2016-06-01,HR,Croatia,0.0
Notification rate ,N/1000000,2016-06-01,HU,Hungary,0.0
Notification rate ,N/1000000,2016-06-01,IE,Ireland,2962156.75
Notification rate ,N/1000000,2016-06-01,IS,Iceland,0.0
Notification rate ,N/1000000,2016-06-01,IT,Italy,1401124.66
Notification rate ,N/1000000,2016-06-01,LT,Lithuania,692386.99
Notification rate ,N/1000000,2016-06-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2016-06-01,LV,Latvia,0.0
Notification rate ,N/1000000,2016-06-01,MT,Malta,0.0
Notification rate ,N/1000000,2016-06-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2016-06-01,NO,Norway,0.0
Notification rate ,N/1000000,2016-06-01,PL,Poland,79015.55
Notification rate ,N/1000000,2016-06-01,PT,Portugal,0.0
Notification rate ,N/1000000,2016-06-01,RO,Romania,5870271.55
Notification rate ,N/1000000,2016-06-01,SE,Sweden,0.0
Notification rate ,N/1000000,2016-06-01,SI,Slovenia,0.0
Notification rate ,N/1000000,2016-06-01,SK,Slovakia,0.0
Notification rate ,N/1000000,2016-06-01,UK,United Kingdom,1162451.99
Notification rate ,N/1000000,2016-07-01,AT,Austria,919490.45
Notification rate ,N/1000000,2016-07-01,BE,Belgium,88408.59
Notification rate ,N/1000000,2016-07-01,BG,Bulgaria,0.0
Notification rate ,N/1000000,2016-07-01,CY,Cyprus,0.0
Notification rate ,N/1000000,2016-07-01,CZ,Czech Republic,0.0
Notification rate ,N/1000000,2016-07-01,DE,Germany,462423.89
Notification rate ,N/1000000,2016-07-01,DK,Denmark,0.0
Notification rate ,N/1000000,2016-07-01,EE,Estonia,0.0
Notification rate ,N/1000000,2016-07-01,EL,Greece,0.0
Notification rate ,N/1000000,2016-07-01,ES,Spain,64599.340000000004
Notification rate ,N/1000000,2016-07-01,FI,Finland,0.0
Notification rate ,N/1000000,2016-07-01,FR,France,90038.18
Notification rate ,N/1000000,2016-07-01,HR,Croatia,238625.38
Notification rate ,N/1000000,2016-07-01,HU,Hungary,0.0
Notification rate ,N/1000000,2016-07-01,IE,Ireland,634747.87
Notification rate ,N/1000000,2016-07-01,IS,Iceland,0.0
Notification rate ,N/1000000,2016-07-01,IT,Italy,741771.88
Notification rate ,N/1000000,2016-07-01,LT,Lithuania,0.0
Notification rate ,N/1000000,2016-07-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2016-07-01,LV,Latvia,0.0
Notification rate ,N/1000000,2016-07-01,MT,Malta,0.0
Notification rate ,N/1000000,2016-07-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2016-07-01,NO,Norway,0.0
Notification rate ,N/1000000,2016-07-01,PL,Poland,158031.1
Notification rate ,N/1000000,2016-07-01,PT,Portugal,0.0
Notification rate ,N/1000000,2016-07-01,RO,Romania,5667848.39
Notification rate ,N/1000000,2016-07-01,SE,Sweden,0.0
Notification rate ,N/1000000,2016-07-01,SI,Slovenia,0.0
Notification rate ,N/1000000,2016-07-01,SK,Slovakia,0.0
Notification rate ,N/1000000,2016-07-01,UK,United Kingdom,2018995.56
Notification rate ,N/1000000,2016-08-01,AT,Austria,344808.91000000003
Notification rate ,N/1000000,2016-08-01,BE,Belgium,0.0
Notification rate ,N/1000000,2016-08-01,BG,Bulgaria,0.0
Notification rate ,N/1000000,2016-08-01,CY,Cyprus,0.0
Notification rate ,N/1000000,2016-08-01,CZ,Czech Republic,0.0
Notification rate ,N/1000000,2016-08-01,DE,Germany,340733.39
Notification rate ,N/1000000,2016-08-01,DK,Denmark,175215.7
Notification rate ,N/1000000,2016-08-01,EE,Estonia,0.0
Notification rate ,N/1000000,2016-08-01,EL,Greece,0.0
Notification rate ,N/1000000,2016-08-01,ES,Spain,43066.229999999996
Notification rate ,N/1000000,2016-08-01,FI,Finland,0.0
Notification rate ,N/1000000,2016-08-01,FR,France,60025.450000000004
Notification rate ,N/1000000,2016-08-01,HR,Croatia,0.0
Notification rate ,N/1000000,2016-08-01,HU,Hungary,0.0
Notification rate ,N/1000000,2016-08-01,IE,Ireland,1057913.12
Notification rate ,N/1000000,2016-08-01,IS,Iceland,3007256.5
Notification rate ,N/1000000,2016-08-01,IT,Italy,560449.86
Notification rate ,N/1000000,2016-08-01,LT,Lithuania,0.0
Notification rate ,N/1000000,2016-08-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2016-08-01,LV,Latvia,0.0
Notification rate ,N/1000000,2016-08-01,MT,Malta,0.0
Notification rate ,N/1000000,2016-08-01,NL,Netherlands,117791.73
Notification rate ,N/1000000,2016-08-01,NO,Norway,0.0
Notification rate ,N/1000000,2016-08-01,PL,Poland,1027202.1799999999
Notification rate ,N/1000000,2016-08-01,PT,Portugal,0.0
Notification rate ,N/1000000,2016-08-01,RO,Romania,9362071.01
Notification rate ,N/1000000,2016-08-01,SE,Sweden,203024.72
Notification rate ,N/1000000,2016-08-01,SI,Slovenia,0.0
Notification rate ,N/1000000,2016-08-01,SK,Slovakia,0.0
Notification rate ,N/1000000,2016-08-01,UK,United Kingdom,1651905.46
Notification rate ,N/1000000,2016-09-01,AT,Austria,459745.22000000003
Notification rate ,N/1000000,2016-09-01,BE,Belgium,265225.79000000004
Notification rate ,N/1000000,2016-09-01,BG,Bulgaria,0.0
Notification rate ,N/1000000,2016-09-01,CY,Cyprus,0.0
Notification rate ,N/1000000,2016-09-01,CZ,Czech Republic,94752.21
Notification rate ,N/1000000,2016-09-01,DE,Germany,377240.54000000004
Notification rate ,N/1000000,2016-09-01,DK,Denmark,0.0
Notification rate ,N/1000000,2016-09-01,EE,Estonia,0.0
Notification rate ,N/1000000,2016-09-01,EL,Greece,0.0
Notification rate ,N/1000000,2016-09-01,ES,Spain,64599.340000000004
Notification rate ,N/1000000,2016-09-01,FI,Finland,0.0
Notification rate ,N/1000000,2016-09-01,FR,France,105044.55
Notification rate ,N/1000000,2016-09-01,HR,Croatia,238625.38
Notification rate ,N/1000000,2016-09-01,HU,Hungary,0.0
Notification rate ,N/1000000,2016-09-01,IE,Ireland,211582.62
Notification rate ,N/1000000,2016-09-01,IS,Iceland,0.0
Notification rate ,N/1000000,2016-09-01,IT,Italy,890126.25
Notification rate ,N/1000000,2016-09-01,LT,Lithuania,0.0
Notification rate ,N/1000000,2016-09-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2016-09-01,LV,Latvia,0.0
Notification rate ,N/1000000,2016-09-01,MT,Malta,0.0
Notification rate ,N/1000000,2016-09-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2016-09-01,NO,Norway,0.0
Notification rate ,N/1000000,2016-09-01,PL,Poland,1053540.7000000002
Notification rate ,N/1000000,2016-09-01,PT,Portugal,0.0
Notification rate ,N/1000000,2016-09-01,RO,Romania,11082667.84
Notification rate ,N/1000000,2016-09-01,SE,Sweden,0.0
Notification rate ,N/1000000,2016-09-01,SI,Slovenia,0.0
Notification rate ,N/1000000,2016-09-01,SK,Slovakia,0.0
Notification rate ,N/1000000,2016-09-01,UK,United Kingdom,443567.2
Notification rate ,N/1000000,2016-10-01,AT,Austria,344808.91000000003
Notification rate ,N/1000000,2016-10-01,BE,Belgium,0.0
Notification rate ,N/1000000,2016-10-01,BG,Bulgaria,0.0
Notification rate ,N/1000000,2016-10-01,CY,Cyprus,0.0
Notification rate ,N/1000000,2016-10-01,CZ,Czech Republic,0.0
Notification rate ,N/1000000,2016-10-01,DE,Germany,133859.54
Notification rate ,N/1000000,2016-10-01,DK,Denmark,0.0
Notification rate ,N/1000000,2016-10-01,EE,Estonia,0.0
Notification rate ,N/1000000,2016-10-01,EL,Greece,0.0
Notification rate ,N/1000000,2016-10-01,ES,Spain,43066.229999999996
Notification rate ,N/1000000,2016-10-01,FI,Finland,0.0
Notification rate ,N/1000000,2016-10-01,FR,France,30012.72
Notification rate ,N/1000000,2016-10-01,HR,Croatia,0.0
Notification rate ,N/1000000,2016-10-01,HU,Hungary,0.0
Notification rate ,N/1000000,2016-10-01,IE,Ireland,0.0
Notification rate ,N/1000000,2016-10-01,IS,Iceland,0.0
Notification rate ,N/1000000,2016-10-01,IT,Italy,1302221.75
Notification rate ,N/1000000,2016-10-01,LT,Lithuania,0.0
Notification rate ,N/1000000,2016-10-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2016-10-01,LV,Latvia,0.0
Notification rate ,N/1000000,2016-10-01,MT,Malta,0.0
Notification rate ,N/1000000,2016-10-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2016-10-01,NO,Norway,0.0
Notification rate ,N/1000000,2016-10-01,PL,Poland,632124.42
Notification rate ,N/1000000,2016-10-01,PT,Portugal,0.0
Notification rate ,N/1000000,2016-10-01,RO,Romania,21558066.22
Notification rate ,N/1000000,2016-10-01,SE,Sweden,0.0
Notification rate ,N/1000000,2016-10-01,SI,Slovenia,0.0
Notification rate ,N/1000000,2016-10-01,SK,Slovakia,0.0
Notification rate ,N/1000000,2016-10-01,UK,United Kingdom,565930.5700000001
Notification rate ,N/1000000,2016-11-01,AT,Austria,114936.3
Notification rate ,N/1000000,2016-11-01,BE,Belgium,176817.19
Notification rate ,N/1000000,2016-11-01,BG,Bulgaria,0.0
Notification rate ,N/1000000,2016-11-01,CY,Cyprus,0.0
Notification rate ,N/1000000,2016-11-01,CZ,Czech Republic,94752.21
Notification rate ,N/1000000,2016-11-01,DE,Germany,304226.24
Notification rate ,N/1000000,2016-11-01,DK,Denmark,0.0
Notification rate ,N/1000000,2016-11-01,EE,Estonia,0.0
Notification rate ,N/1000000,2016-11-01,EL,Greece,0.0
Notification rate ,N/1000000,2016-11-01,ES,Spain,129198.69
Notification rate ,N/1000000,2016-11-01,FI,Finland,0.0
Notification rate ,N/1000000,2016-11-01,FR,France,30012.72
Notification rate ,N/1000000,2016-11-01,HR,Croatia,0.0
Notification rate ,N/1000000,2016-11-01,HU,Hungary,0.0
Notification rate ,N/1000000,2016-11-01,IE,Ireland,0.0
Notification rate ,N/1000000,2016-11-01,IS,Iceland,0.0
Notification rate ,N/1000000,2016-11-01,IT,Italy,1368157.02
Notification rate ,N/1000000,2016-11-01,LT,Lithuania,0.0
Notification rate ,N/1000000,2016-11-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2016-11-01,LV,Latvia,0.0
Notification rate ,N/1000000,2016-11-01,MT,Malta,0.0
Notification rate ,N/1000000,2016-11-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2016-11-01,NO,Norway,0.0
Notification rate ,N/1000000,2016-11-01,PL,Poland,342400.72
Notification rate ,N/1000000,2016-11-01,PT,Portugal,0.0
Notification rate ,N/1000000,2016-11-01,RO,Romania,31071954.6
Notification rate ,N/1000000,2016-11-01,SE,Sweden,0.0
Notification rate ,N/1000000,2016-11-01,SI,Slovenia,0.0
Notification rate ,N/1000000,2016-11-01,SK,Slovakia,0.0
Notification rate ,N/1000000,2016-11-01,UK,United Kingdom,214135.88999999998
Notification rate ,N/1000000,2016-12-01,AT,Austria,459745.22000000003
Notification rate ,N/1000000,2016-12-01,BE,Belgium,353634.39
Notification rate ,N/1000000,2016-12-01,BG,Bulgaria,0.0
Notification rate ,N/1000000,2016-12-01,CY,Cyprus,0.0
Notification rate ,N/1000000,2016-12-01,CZ,Czech Republic,0.0
Notification rate ,N/1000000,2016-12-01,DE,Germany,267719.08999999997
Notification rate ,N/1000000,2016-12-01,DK,Denmark,175215.7
Notification rate ,N/1000000,2016-12-01,EE,Estonia,0.0
Notification rate ,N/1000000,2016-12-01,EL,Greece,0.0
Notification rate ,N/1000000,2016-12-01,ES,Spain,43066.229999999996
Notification rate ,N/1000000,2016-12-01,FI,Finland,546716.16
Notification rate ,N/1000000,2016-12-01,FR,France,60025.450000000004
Notification rate ,N/1000000,2016-12-01,HR,Croatia,0.0
Notification rate ,N/1000000,2016-12-01,HU,Hungary,0.0
Notification rate ,N/1000000,2016-12-01,IE,Ireland,0.0
Notification rate ,N/1000000,2016-12-01,IS,Iceland,0.0
Notification rate ,N/1000000,2016-12-01,IT,Italy,1467059.94
Notification rate ,N/1000000,2016-12-01,LT,Lithuania,0.0
Notification rate ,N/1000000,2016-12-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2016-12-01,LV,Latvia,0.0
Notification rate ,N/1000000,2016-12-01,MT,Malta,0.0
Notification rate ,N/1000000,2016-12-01,NL,Netherlands,235583.46
Notification rate ,N/1000000,2016-12-01,NO,Norway,0.0
Notification rate ,N/1000000,2016-12-01,PL,Poland,105354.06999999999
Notification rate ,N/1000000,2016-12-01,PT,Portugal,0.0
Notification rate ,N/1000000,2016-12-01,RO,Romania,25606529.36
Notification rate ,N/1000000,2016-12-01,SE,Sweden,0.0
Notification rate ,N/1000000,2016-12-01,SI,Slovenia,0.0
Notification rate ,N/1000000,2016-12-01,SK,Slovakia,0.0
Notification rate ,N/1000000,2016-12-01,UK,United Kingdom,15295.42
Notification rate ,N/1000000,2017-01-01,AT,Austria,3191659.73
Notification rate ,N/1000000,2017-01-01,BE,Belgium,2290400.3899999997
Notification rate ,N/1000000,2017-01-01,BG,Bulgaria,0.0
Notification rate ,N/1000000,2017-01-01,CY,Cyprus,0.0
Notification rate ,N/1000000,2017-01-01,CZ,Czech Republic,0.0
Notification rate ,N/1000000,2017-01-01,DE,Germany,557429.45
Notification rate ,N/1000000,2017-01-01,DK,Denmark,0.0
Notification rate ,N/1000000,2017-01-01,EE,Estonia,0.0
Notification rate ,N/1000000,2017-01-01,EL,Greece,0.0
Notification rate ,N/1000000,2017-01-01,ES,Spain,257909.08000000002
Notification rate ,N/1000000,2017-01-01,FI,Finland,0.0
Notification rate ,N/1000000,2017-01-01,FR,France,508950.62999999995
Notification rate ,N/1000000,2017-01-01,HR,Croatia,481438.96
Notification rate ,N/1000000,2017-01-01,HU,Hungary,102066.21
Notification rate ,N/1000000,2017-01-01,IE,Ireland,0.0
Notification rate ,N/1000000,2017-01-01,IS,Iceland,0.0
Notification rate ,N/1000000,2017-01-01,IT,Italy,4885339.35
Notification rate ,N/1000000,2017-01-01,LT,Lithuania,0.0
Notification rate ,N/1000000,2017-01-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2017-01-01,LV,Latvia,0.0
Notification rate ,N/1000000,2017-01-01,MT,Malta,0.0
Notification rate ,N/1000000,2017-01-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2017-01-01,NO,Norway,0.0
Notification rate ,N/1000000,2017-01-01,PL,Poland,158007.15000000002
Notification rate ,N/1000000,2017-01-01,PT,Portugal,0.0
Notification rate ,N/1000000,2017-01-01,RO,Romania,40978703.8
Notification rate ,N/1000000,2017-01-01,SE,Sweden,200096.98
Notification rate ,N/1000000,2017-01-01,SI,Slovenia,968103.41
Notification rate ,N/1000000,2017-01-01,SK,Slovakia,0.0
Notification rate ,N/1000000,2017-01-01,UK,United Kingdom,151873.79
Notification rate ,N/1000000,2017-02-01,AT,Austria,3875586.8200000003
Notification rate ,N/1000000,2017-02-01,BE,Belgium,6959293.5
Notification rate ,N/1000000,2017-02-01,BG,Bulgaria,0.0
Notification rate ,N/1000000,2017-02-01,CY,Cyprus,0.0
Notification rate ,N/1000000,2017-02-01,CZ,Czech Republic,0.0
Notification rate ,N/1000000,2017-02-01,DE,Germany,1902530.96
Notification rate ,N/1000000,2017-02-01,DK,Denmark,0.0
Notification rate ,N/1000000,2017-02-01,EE,Estonia,0.0
Notification rate ,N/1000000,2017-02-01,EL,Greece,0.0
Notification rate ,N/1000000,2017-02-01,ES,Spain,601787.86
Notification rate ,N/1000000,2017-02-01,FI,Finland,0.0
Notification rate ,N/1000000,2017-02-01,FR,France,808333.36
Notification rate ,N/1000000,2017-02-01,HR,Croatia,1203597.4000000001
Notification rate ,N/1000000,2017-02-01,HU,Hungary,1122728.4
Notification rate ,N/1000000,2017-02-01,IE,Ireland,0.0
Notification rate ,N/1000000,2017-02-01,IS,Iceland,0.0
Notification rate ,N/1000000,2017-02-01,IT,Italy,7938676.44
Notification rate ,N/1000000,2017-02-01,LT,Lithuania,0.0
Notification rate ,N/1000000,2017-02-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2017-02-01,LV,Latvia,0.0
Notification rate ,N/1000000,2017-02-01,MT,Malta,0.0
Notification rate ,N/1000000,2017-02-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2017-02-01,NO,Norway,0.0
Notification rate ,N/1000000,2017-02-01,PL,Poland,158007.15000000002
Notification rate ,N/1000000,2017-02-01,PT,Portugal,193994.45
Notification rate ,N/1000000,2017-02-01,RO,Romania,42913102.24
Notification rate ,N/1000000,2017-02-01,SE,Sweden,800387.9400000001
Notification rate ,N/1000000,2017-02-01,SI,Slovenia,2420258.53
Notification rate ,N/1000000,2017-02-01,SK,Slovakia,0.0
Notification rate ,N/1000000,2017-02-01,UK,United Kingdom,15187.37
Notification rate ,N/1000000,2017-03-01,AT,Austria,911902.78
Notification rate ,N/1000000,2017-03-01,BE,Belgium,13213848.43
Notification rate ,N/1000000,2017-03-01,BG,Bulgaria,2675355.84
Notification rate ,N/1000000,2017-03-01,CY,Cyprus,0.0
Notification rate ,N/1000000,2017-03-01,CZ,Czech Republic,1985098.52
Notification rate ,N/1000000,2017-03-01,DE,Germany,2569022.7
Notification rate ,N/1000000,2017-03-01,DK,Denmark,173950.28
Notification rate ,N/1000000,2017-03-01,EE,Estonia,0.0
Notification rate ,N/1000000,2017-03-01,EL,Greece,0.0
Notification rate ,N/1000000,2017-03-01,ES,Spain,429848.47
Notification rate ,N/1000000,2017-03-01,FI,Finland,0.0
Notification rate ,N/1000000,2017-03-01,FR,France,733487.6799999999
Notification rate ,N/1000000,2017-03-01,HR,Croatia,0.0
Notification rate ,N/1000000,2017-03-01,HU,Hungary,306198.65
Notification rate ,N/1000000,2017-03-01,IE,Ireland,209013.36000000002
Notification rate ,N/1000000,2017-03-01,IS,Iceland,5911056.33
Notification rate ,N/1000000,2017-03-01,IT,Italy,16058902.660000002
Notification rate ,N/1000000,2017-03-01,LT,Lithuania,0.0
Notification rate ,N/1000000,2017-03-01,LU,Luxembourg,5079003.9
Notification rate ,N/1000000,2017-03-01,LV,Latvia,0.0
